date,asset,net_inflow_usd,net_assets_usd,cumulative_inflow_usd,value_traded_usd
2025-09-15,ETH,359726846,29722657616,13722877053,2092928107
2025-09-12,BTC,642350175,153178171662,56830795806,3887720361
2025-09-12,ETH,405553515,30351672213,13363150207,2551985440
2025-09-11,BTC,552782166,149643377115,56188445631,2836003815
2025-09-11,ETH,113121390,28507306426,12957596692,1529202541
2025-09-10,BTC,757144699,147829102101,55635663464,3883642144
2025-09-10,ETH,171544481,27733885504,12844475302,2283413895
2025-09-09,BTC,23054895,144300710209,54878518765,3027821589
2025-09-09,ETH,44156311,27391959886,12672930821,1293564511
2025-09-08,BTC,368251608,145413877718,54855463870,3015131089
2025-09-08,ETH,-96686205,27386079288,12628774509,1523093843
2025-09-05,BTC,-160178188,144045093698,54487212262,3871778028
2025-09-05,ETH,-446714443,27642359491,12725460715,2787655819
2025-09-04,BTC,-227482223,142302458277,54647390450,2686520112
2025-09-04,ETH,-167409948,27779451089,13172175158,2618072164
2025-09-03,BTC,301324766,145246909238,54874872673,2783029771
2025-09-03,ETH,-38244160,29209855855,13339585105,2075084562
2025-09-02,BTC,332760614,143207919204,54573547907,3930839856
2025-09-02,ETH,-135367142,27985856920,13377829265,1858996820
2025-08-29,BTC,-126642751,139951410320,54240787293,4310153532
2025-08-29,ETH,-164642762,28575391891,13513196407,2651948634
2025-08-28,BTC,178896309,144957061783,54367430044,2538402948
2025-08-28,ETH,39163635,29508252350,13677839169,2027852855
2025-08-27,BTC,81246025,144572477383,54188533734,2805724244
2025-08-27,ETH,309480292,30172144549,13638675534,2231801125
2025-08-26,BTC,88204941,143148013929,54107287709,3440937168
2025-08-26,ETH,455000504,29894640302,13329195242,2720613641
2025-08-25,BTC,219001446,143649686839,54019082769,4499420108
2025-08-25,ETH,443905277,28838428348,12874194737,3747632658
2025-08-22,BTC,-23149184,150228679984,53800081323,5740947517
2025-08-22,ETH,341160519,30576049614,12430289461,7014210272
2025-08-21,BTC,-194321082,144480589952,53823230507,2847314447
2025-08-21,ETH,287608209,26551428362,12089128942,1626070408
2025-08-20,BTC,-311566483,147018061023,54017551589,3438044521
2025-08-20,ETH,-240140573,26856681866,11801520733,2650171532
2025-08-19,BTC,-523311423,146183485985,54329118072,4751387348
2025-08-19,ETH,-429733241,25929690972,12041661306,2759748539
2025-08-18,BTC,-121808967,150893645109,54852429495,2771964916
2025-08-18,ETH,-196624458,27744906574,12471394547,2057432488
2025-08-15,BTC,-14129519,151979145127,54974238462,3282180624
2025-08-15,ETH,-59337134,28153250839,12668019005,3542093127
2025-08-14,BTC,230933770,153427309850,54988367981,6195506251
2025-08-14,ETH,639609480,29224989993,12727356139,4215842632
2025-08-13,BTC,86914543,158642617563,54757434212,4970368624
2025-08-13,ETH,729141674,29718589640,12087746660,4473668267
2025-08-12,BTC,65947428,155016436291,54670519669,3050538866
2025-08-12,ETH,523924255,27600116992,11358604986,3194831414
2025-08-11,BTC,178154999,154418084943,54604572240,3655790615
2025-08-11,ETH,1018730076,25711780545,10834680731,2771818573
2025-08-08,BTC,403881214,150696574346,54426417241,2608818579
2025-08-08,ETH,461206374,23384262272,9815950654,2439623325
2025-08-07,BTC,280688452,150972175369,54022536028,3551428081
2025-08-07,ETH,222340717,21804370119,9354744280,1895554158
2025-08-06,BTC,91554341,148504979602,53741847576,2385403956
2025-08-06,ETH,35124280,20607523318,9132403563,995610563
2025-08-05,BTC,-196178800,146182420154,53650293235,2664959058
2025-08-05,ETH,73222163,19988286181,9097279283,1174657605
2025-08-04,BTC,-333191858,147955091874,53846472035,2497184038
2025-08-04,ETH,-465061822,20472624043,9024057119,1916749072
2025-08-01,BTC,-812246966,146478614046,54179663893,6134017033
2025-08-01,ETH,-152259854,20107506108,9489118942,2260801083
2025-07-31,BTC,-114834242,152006094351,54991910859,3563589311
2025-07-31,ETH,16999573,21518328591,9641378796,1279927231
2025-07-30,BTC,47038253,151364851941,55106745101,3538294328
2025-07-30,ETH,5794088,21427662056,9624379223,1491818357
2025-07-29,BTC,79978069,152710693708,55059706848,3390144091
2025-07-29,ETH,218643820,21613041171,9618585135,1579470089
2025-07-28,BTC,157021242,153194696329,54979728778,3340979269
2025-07-28,ETH,65144170,21533893851,9399941315,1912743299
2025-07-25,BTC,130692903,151453512033,54822707536,4447376242
2025-07-25,ETH,452724482,20660603136,9334797145,1495945514
2025-07-24,BTC,226608278,154446380367,54692014633,3062379040
2025-07-24,ETH,231226476,20704055823,8882072663,2131330800
2025-07-23,BTC,-85962758,153249537890,54465406355,3116911559
2025-07-23,ETH,332180502,19683205762,8650846187,1585087311
2025-07-22,BTC,-67932191,154773271490,54551369113,4009219664
2025-07-22,ETH,533867182,19848860489,8318665685,1966968813
2025-07-21,BTC,-131349097,151603323338,54619301304,4102012185
2025-07-21,ETH,296594154,19595094064,7784798503,3210385369
2025-07-18,BTC,363454160,152397836177,54750650401,4615556592
2025-07-18,ETH,402495726,18370366985,7488204350,2804057360
2025-07-17,BTC,522599552,154613938906,54387196240,3759650973
2025-07-17,ETH,602017026,17316273227,7085708624,2293292176
2025-07-16,BTC,799399995,153761749469,53864596688,5090730260
2025-07-16,ETH,726740750,16409812271,6483691597,2588548190
2025-07-15,BTC,402994856,149656567026,53065196693,6699918945
2025-07-15,ETH,192329757,14217949524,5756950847,1621792153
2025-07-14,BTC,297396370,153294553339,52662201837,5949712844
2025-07-14,ETH,259037314,13766507184,5564621091,1262223800
2025-07-11,BTC,1029699313,150599951494,52364805466,6598485410
2025-07-11,ETH,204820883,13533683935,5305583777,1404226109
2025-07-10,BTC,1178827866,143861659017,51335106153,6310487662
2025-07-10,ETH,383099181,12503469057,5100762894,1230584066
2025-07-09,BTC,218040421,139389264079,50156278287,4350832556
2025-07-09,ETH,211323971,11842264881,4717663713,1260262506
2025-07-08,BTC,80078976,136749218779,49938237866,2280132775
2025-07-08,ETH,46630832,11034169092,4506339742,652480160
2025-07-07,BTC,216638681,135709418098,49858158890,2887121756
2025-07-07,ETH,62112308,10712413552,4459708910,397220643
2025-07-03,BTC,601937787,137596736311,49641520209,2508626462
2025-07-03,ETH,148574524,10825602137,4397596603,481438194
2025-07-02,BTC,407778962,136679368309,49039582422,5221104179
2025-07-02,ETH,-1823553,10694675183,4249022079,832134572
2025-07-01,BTC,-342251387,131295122512,48631803460,2785058735
2025-07-01,ETH,40679801,9950176462,4250845632,385362861
2025-06-30,BTC,102139224,134111134009,48974054847,2638989781
2025-06-30,ETH,31760792,10319792013,4210165831,450804796
2025-06-27,BTC,501271088,133170224379,48871915624,2695746942
2025-06-27,ETH,77447182,9877334772,4178405039,269803272
2025-06-26,BTC,228150439,133531931224,48370644535,2177522369
2025-06-26,ETH,-26457863,9900997034,4100957857,301557275
2025-06-25,BTC,547720695,133560968435,48142494096,3175028781
2025-06-25,ETH,60408519,9913371543,4127415720,345949162
2025-06-24,BTC,588547155,130282904544,47594773401,2995064579
2025-06-24,ETH,71237936,9865564359,4067007202,562199211
2025-06-23,BTC,350429240,126608323093,47006226247,4436049740
2025-06-23,ETH,100775922,9292267773,3995769265,834158128
2025-06-20,BTC,6365769,126537063117,46655797006,2715306276
2025-06-20,ETH,-11344356,9604777711,3894993343,687401593
2025-06-18,BTC,389567194,127425012171,46649431237,2941050692
2025-06-18,ETH,19099818,9939644811,3906337700,380080868
2025-06-17,BTC,216483837,128180042489,46259864043,3999756485
2025-06-17,ETH,11094708,10054045862,3887237881,528368659
2025-06-16,BTC,412201147,132504330333,46043380206,3119622697
2025-06-16,ETH,21388846,10561012258,3876143173,428649788
2025-06-13,BTC,322602946,127870225740,45631179059,3120533098
2025-06-13,ETH,-2175978,10030417604,3854754327,548637581
2025-06-12,BTC,86311351,130263218988,45308576112,2847623589
2025-06-12,ETH,112362546,10755903328,3856930306,503991922
2025-06-11,BTC,164565925,131845014215,45222264762,2407591614
2025-06-11,ETH,240292334,11047271605,3744567760,830993408
2025-06-10,BTC,431120841,132833153801,45057698837,2626145456
2025-06-10,ETH,124926886,10649631125,3504275426,849077903
2025-06-09,BTC,386274142,131061405147,44626577996,3405117415
2025-06-09,ETH,52711203,9799379229,3379348541,398709451
2025-06-06,BTC,-47822507,125582273018,44240303854,2673089953
2025-06-06,ETH,25222788,9399749986,3326637338,339489741
2025-06-05,BTC,-278435959,122977906593,44288126361,4472029296
2025-06-05,ETH,11258675,9545862078,3301414550,571698948
2025-06-04,BTC,86921551,126665427567,44566562320,2381591727
2025-06-04,ETH,56978046,9876594139,3290155875,386051832
2025-06-03,BTC,378043221,128129714005,44479640769,2866083906
2025-06-03,ETH,109431291,9812745731,3233177829,472492025
2025-06-02,BTC,-267520350,125472400684,44101597548,2333241052
2025-06-02,ETH,78174322,9374270067,3123746538,393059751
2025-05-30,BTC,-616218414,126151609650,44369117898,3390344530
2025-05-30,ETH,70240244,9445117793,3045572216,485792085
2025-05-29,BTC,-358653462,128126617786,44985336312,5393609575
2025-05-29,ETH,91929905,9631995397,2975331972,552413100
2025-05-28,BTC,432618888,130290489165,45343989774,3501338224
2025-05-28,ETH,84893352,9476051524,2883402067,459486686
2025-05-27,BTC,384852937,132894503405,44911370885,3894634913
2025-05-27,ETH,38774053,9592068026,2798508715,613369563
2025-05-23,BTC,211737424,131391891333,44526517948,4763750780
2025-05-23,ETH,58629537,9121539187,2759734661,394356661
2025-05-22,BTC,934742460,134295403454,44314780524,5385630241
2025-05-22,ETH,110544415,9334971570,2701105124,697468789
2025-05-21,BTC,608993679,129015028336,43380038064,7641677936
2025-05-21,ETH,587133,8736633759,2590560709,657664612
2025-05-20,BTC,329022102,126795333250,42771044386,3587558311
2025-05-20,ETH,64889015,8701694624,2589973576,303027509
